key,mean,std,max,min,25,50,75,Game,Model,Agent,N Trains,Processing,Has target network,Frame skip,Update frequency,batch size,gamma,Initial learning rate,learning rate annealing,Optimizer,Loss Function,weight decay
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_34_31_984454,10252.25,7394.91,20002.0,1168.0,4300.25,6499.0,20002.0,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_01_41_792923,2051.12,2251.71,14919.0,312.0,970.0,1355.0,1967.0,MountainCar-v0,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_55_02_517828,12124.9,6981.82,20002.0,847.0,5931.0,12138.5,19402.75,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_28_30_334596,2693.24,3484.77,20002.0,203.0,795.0,1569.0,3028.0,MountainCar-v0,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_37_11_732898,993.89,756.11,4532.0,88.0,433.5,804.5,1420.75,MountainCar-v0,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_097917,17250.0,6741.0,20002.0,738.0,20002.0,20002.0,20002.0,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_31_42_420250,1248.44,1639.34,12506.0,324.0,595.5,793.0,1228.5,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_47_10_847316,6939.47,7636.39,20002.0,386.0,1072.0,3480.0,10609.0,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_38_44_903216,1886.67,2183.13,12356.0,281.0,642.5,1271.0,2027.0,MountainCar-v0,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
MountainCar_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_06_00_538516,1826.24,1863.77,11418.0,261.0,637.0,1317.0,2468.0,MountainCar-v0,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_097641,335.84,962.02,17864.0,112.0,186.0,220.0,286.0,MountainCar-v0,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098084,836.69,485.68,2677.0,171.0,502.0,729.5,1008.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_32_680196,195.78,148.06,1774.0,72.0,121.0,154.0,209.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_37_30_067188,627.84,431.42,2964.0,100.0,344.5,491.0,717.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_35_596772,263.74,211.59,1952.0,66.0,149.0,203.0,288.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_20_456379,213.63,127.99,1287.0,73.0,135.0,176.5,251.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_45_08_643754,395.31,220.41,2069.0,93.0,264.0,346.0,464.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_44_865577,233.59,191.06,1425.0,65.0,117.75,167.5,270.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_39_781764,168.32,99.41,1858.0,74.0,125.0,147.0,185.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_32_393798,203.67,116.69,1102.0,79.0,132.5,173.0,227.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_44_861246,867.97,422.02,2712.0,201.0,566.0,795.0,1062.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_47_14_953677,1031.45,658.47,6103.0,254.0,654.0,898.0,1281.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_05_116475,248.38,136.36,1381.0,78.0,174.0,215.0,275.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_45_08_635201,181.31,100.07,1035.0,77.0,124.0,154.0,203.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_47_428333,221.87,234.41,2886.0,74.0,115.5,145.0,227.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_097303,937.8,670.46,4501.0,198.0,503.0,725.0,1111.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_40_08_384638,545.23,349.35,2178.0,136.0,297.5,447.0,690.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_41_25_376925,184.35,136.69,1539.0,66.0,121.0,150.0,202.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_54_44_437576,172.32,130.76,2058.0,72.0,110.0,135.0,184.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_43_59_613847,797.03,576.21,5418.0,241.0,468.0,716.5,936.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_07_53_788827,213.06,168.76,1436.0,73.0,119.0,157.0,235.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_16_47_197142,790.1,444.35,2959.0,188.0,499.0,723.0,996.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_49_27_709592,297.17,264.35,2443.0,77.0,145.0,212.0,338.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_07_06_716869,159.37,84.23,1307.0,66.0,113.0,141.0,185.25,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_33_41_315769,756.51,440.29,2785.0,153.0,428.0,654.5,962.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098010,453.73,440.13,4441.0,96.0,228.25,325.5,469.75,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_35_595499,427.19,399.51,2888.0,99.0,194.5,291.0,487.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_11_49_659424,249.75,211.26,1288.0,80.0,133.0,170.0,268.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_44_863332,172.46,114.03,1796.0,76.0,115.25,143.0,187.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_47_32_501843,809.6,460.56,2612.0,198.0,464.0,700.0,1067.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_07_24_675751,191.47,174.48,2060.0,66.0,120.0,149.0,198.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_48_15_858968,650.19,375.23,2402.0,146.0,404.0,543.0,820.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_47_10_846843,547.7,401.26,2917.0,131.0,286.0,435.5,671.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_31_49_328394,280.59,152.59,1145.0,75.0,184.0,234.0,324.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_47_32_498670,505.28,299.49,2286.0,118.0,318.5,432.0,596.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_36_32_841783,338.23,239.71,2568.0,101.0,202.0,272.0,386.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098922,244.28,221.64,3060.0,73.0,132.0,179.0,285.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_29_07_498523,844.19,474.65,3598.0,143.0,590.5,723.0,1001.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_04_11_946991,398.99,257.57,2105.0,109.0,236.5,325.0,462.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_48_29_594273,281.29,226.69,1857.0,80.0,148.75,207.0,320.25,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_58_32_370072,831.42,552.8,2529.0,137.0,422.0,662.0,1046.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_11_40_135661,706.23,513.33,3688.0,157.0,356.5,571.0,866.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_097416,180.57,105.5,808.0,72.0,120.5,150.0,198.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_17_22_715048,427.3,212.2,1452.0,132.0,280.25,376.5,524.75,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_22_02_757322,860.3,663.69,3713.0,184.0,408.0,664.0,1022.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_29_05_335624,986.07,549.4,3483.0,299.0,627.0,864.0,1191.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_53_635701,804.52,466.78,2799.0,162.0,491.25,689.0,1005.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_39_743297,229.56,168.78,2000.0,80.0,142.0,184.0,251.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_23_45_058742,372.72,348.83,3394.0,99.0,206.0,285.5,424.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_097539,409.83,234.45,1970.0,123.0,253.25,354.0,508.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_49_08_600440,773.88,441.57,2575.0,205.0,451.0,675.0,937.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_01_31_138088,165.43,98.97,1700.0,66.0,117.0,143.0,181.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_32_396439,176.35,114.17,1093.0,66.0,113.0,144.0,199.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_29_11_529661,936.32,509.16,2968.0,238.0,555.0,783.0,1195.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_11_40_117673,219.67,278.17,2925.0,66.0,113.0,139.5,202.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_22_28_653617,354.07,163.32,1113.0,113.0,239.0,323.0,415.75,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_57_18_455769,818.74,546.85,2823.0,166.0,447.0,631.0,1010.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_31_873293,222.9,167.87,1851.0,72.0,139.75,173.5,243.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_30_48_020246,192.67,143.28,1910.0,65.0,129.0,158.0,206.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_54_808761,199.85,183.52,2572.0,72.0,121.5,155.0,205.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_45_08_643474,202.03,115.53,1705.0,75.0,136.0,173.5,224.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_54_155213,350.42,300.97,2041.0,76.0,149.75,249.5,431.75,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098455,542.85,304.96,2205.0,163.0,335.0,464.0,697.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_20_24_736525,187.64,169.46,2678.0,76.0,126.0,155.0,200.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_57_19_722056,495.47,283.97,1960.0,134.0,298.5,410.0,611.75,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_54_08_514348,179.04,151.71,2469.0,69.0,114.0,139.0,187.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_35_596223,158.11,98.85,1715.0,66.0,111.0,134.0,171.75,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_34_05_412371,194.59,162.14,1858.0,72.0,123.0,151.0,197.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_52_816695,414.15,280.83,2351.0,92.0,241.0,334.0,499.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__05_09_20_441669,218.73,158.31,1396.0,66.0,124.0,165.0,246.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_08_48_131502,1225.52,839.44,4047.0,281.0,552.5,985.0,1628.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_19_25_676011,697.71,411.17,2313.0,149.0,431.0,598.0,826.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,True,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_51_26_702981,778.22,572.8,4443.0,176.0,400.5,596.0,921.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,MSE,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__05_23_16_568839,892.35,473.99,3158.0,187.0,534.5,821.0,1130.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_32_57_957536,204.92,270.96,3824.0,66.0,107.0,133.0,175.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__05_28_18_179523,230.22,201.23,1943.0,65.0,122.0,160.0,254.25,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_49_47_469738,692.16,394.78,2362.0,152.0,398.75,588.5,927.25,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_31_40_830118,197.57,118.7,1386.0,69.0,131.0,165.0,224.75,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_30_53_809490,216.55,162.87,1461.0,73.0,130.0,165.0,234.25,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_31_31_919490,312.84,200.29,1549.0,94.0,172.0,260.0,385.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_46_29_376336,239.47,158.09,1345.0,66.0,135.0,189.0,293.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_04_09_860514,666.66,385.64,2320.0,136.0,382.0,576.0,854.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_55_23_966959,227.72,165.99,1343.0,69.0,128.0,169.0,259.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,MSE,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_32_04_868805,281.29,165.28,1333.0,81.0,174.75,236.5,335.5,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
