key,mean,std,max,min,25,50,75,Game,Model,Agent,N Trains,Processing,Has target network,Frame skip,Update frequency,batch size,gamma,Initial learning rate,learning rate annealing,Optimizer,Loss Function,weight decay
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_28_44_865072,836.18,604.93,3093.0,143.0,434.75,656.5,991.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098676,229.71,204.84,2157.0,66.0,128.0,175.5,250.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_58_24_600196,498.23,290.0,2016.0,114.0,279.0,427.5,612.75,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__01_50_32_397858,182.48,96.74,906.0,73.0,128.0,160.0,203.25,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_29_07_679178,173.36,132.6,1312.0,65.0,112.0,138.0,181.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_14_54_878268,2381.57,2080.67,9914.0,202.0,793.5,1789.0,2985.5,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,True,3,4,128,0.99,0.0001,False,RMSprop,MSE,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__04_29_04_851893,172.73,122.06,1456.0,69.0,114.0,142.0,186.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_26_40_777785,194.2,105.82,770.0,76.0,128.0,163.5,219.0,Acrobot-v1,DQN_GS,EpsilonGreedy,10000,cpu,False,3,4,128,0.99,0.0001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_20_44_458273,536.22,295.6,1725.0,115.0,315.0,468.0,673.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_51_45_076181,517.63,280.03,1821.0,143.0,318.0,440.0,652.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.0001,False,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__02_50_17_098289,178.3,112.69,1482.0,66.0,116.0,150.0,199.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,True,RMSprop,Huber,0.001
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu_04-04-2018__03_55_31_947468,156.27,95.84,1061.0,68.0,113.5,135.0,166.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,10000,cpu,sort of. this is a DDQN,3,4,128,0.99,0.001,False,RMSprop,Huber,0.001
